qd6_libre_amarillo_chillon
Integration time [ms]:  500,00
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1412150E1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
 426,06;  980,000;  972,000;    0,000
 426,35; 1691,000; 1885,000;    0,000
 426,64; 1223,000; 1272,000;    0,000
 426,92; 1432,000; 1358,000;    0,000
 427,21;  760,000;  772,000;    0,000
 427,50;  824,000;  471,000;    0,000
 427,78;  553,000;  580,000;    0,000
 428,07; 9853,000;10971,000;    0,000
 428,36;  568,000;  696,000;    0,000
 428,65; 1646,000; 1755,000;    0,000
 428,93; 1024,000; 1399,000;    0,000
 429,22; 1530,000; 2217,000;    0,000
 429,51; 1032,000; 2177,000;    0,000
 429,79;  968,000; 2359,000;    0,000
 430,08; 1521,000; 2793,000;    0,000
 430,37; 1314,000; 3226,000;    0,000
 430,65; 1247,000; 3038,000;    0,000
 430,94; 1554,000; 3643,000;    0,000
 431,23; 1358,000; 3501,000;    0,000
 431,51; 1508,000; 3635,000;    0,000
 431,80; 2079,000; 3812,000;    0,000
 432,09; 1889,000; 3784,000;    0,000
 432,37; 1593,000; 4191,000;    0,000
 432,66; 1785,000; 4093,000;    0,000
 432,95; 1572,000; 3871,000;    0,000
 433,23; 2151,000; 4511,000;    0,000
 433,52; 1668,000; 4259,000;    0,000
 433,81; 1712,000; 4230,000;    0,000
 434,09; 1878,000; 4322,000;    0,000
 434,38; 1422,000; 4106,000;    0,000
 434,66; 2059,000; 4497,000;    0,000
 434,95; 2008,000; 4346,000;    0,000
 435,24; 1978,000; 4354,000;    0,000
 435,52; 1713,000; 4004,000;    0,000
 435,81; 1521,000; 3892,000;    0,000
 436,10; 1879,000; 4531,000;    0,000
 436,38; 1980,000; 4278,000;    0,000
 436,67; 1825,000; 4196,000;    0,000
 436,95; 2164,000; 4319,000;    0,000
 437,24; 1940,000; 4133,000;    0,000
 437,53; 1523,000; 3687,000;    0,000
 437,81; 2292,000; 4544,000;    0,000
 438,10; 1994,000; 4729,000;    0,000
 438,39; 1800,000; 3826,000;    0,000
 438,67; 1554,000; 3878,000;    0,000
 438,96; 2181,000; 4744,000;    0,000
 439,24; 1926,000; 4235,000;    0,000
 439,53; 2333,000; 4443,000;    0,000
 439,82; 1650,000; 3668,000;    0,000
 440,10; 1663,000; 4050,000;    0,000
 440,39; 1834,000; 3995,000;    0,000
 440,67; 1665,000; 3706,000;    0,000
 440,96; 1792,000; 3703,000;    0,000
 441,25; 2037,000; 3713,000;    0,000
 441,53; 2151,000; 3424,000;    0,000
 441,82; 1605,000; 2410,000;    0,000
 442,10; 1678,000; 2274,000;    0,000
 442,39; 1282,000; 1444,000;    0,000
 442,67; 4058,000; 4458,000;    0,000
 442,96; 1455,000; 1101,000;    0,000
 443,25; 1152,000;  738,000;    0,000
 443,53; 1843,000; 1578,000;    0,000
 443,82; 1221,000;  791,000;    0,000
 444,10; 1659,000; 1148,000;    0,000
 444,39; 1305,000; 1098,000;    0,000
 444,67; 1716,000; 1066,000;    0,000
 444,96; 1005,000;  674,000;    0,000
 445,24; 1364,000; 1002,000;    0,000
 445,53; 1213,000;  837,000;    0,000
 445,82; 1756,000; 1072,000;    0,000
 446,10; 1308,000;  884,000;    0,000
 446,39; 1138,000;  670,000;    0,000
 446,67; 1508,000;  810,000;    0,000
 446,96; 1240,000;  727,000;    0,000
 447,24; 1080,000;  677,000;    0,000
 447,53; 1216,000;  749,000;    0,000
 447,81; 1145,000;  766,000;    0,000
 448,10; 1474,000;  990,000;    0,000
 448,38; 1124,000;  573,000;    0,000
 448,67; 1518,000; 1209,000;    0,000
 448,95; 1340,000; 1076,000;    0,000
 449,24; 1658,000; 1090,000;    0,000
 449,53; 1425,000;  990,000;    0,000
 449,81;  962,000;  561,000;    0,000
 450,10;  825,000;  480,000;    0,000
 450,38; 1228,000;  743,000;    0,000
 450,67; 1761,000; 1212,000;    0,000
 450,95; 1390,000;  890,000;    0,000
 451,24; 1077,000;  478,000;    0,000
 451,52; 1362,000;  717,000;    0,000
 451,81; 1246,000;  999,000;    0,000
 452,09; 1558,000; 1007,000;    0,000
 452,38; 1515,000; 1098,000;    0,000
 452,66; 1372,000;  852,000;    0,000
 452,95; 1155,000;  938,000;    0,000
 453,23; 1803,000; 1266,000;    0,000
 453,52; 1461,000; 1055,000;    0,000
 453,80; 1815,000; 1298,000;    0,000
 454,08; 1710,000; 1019,000;    0,000
 454,37; 1281,000;  832,000;    0,000
 454,65; 1119,000;  906,000;    0,000
 454,94; 1616,000; 1042,000;    0,000
